,num_candidates,num_voters,prob_model,voting_method,condorcet_efficiency,error,num_samples,percent_condorcet_winner,percent_condorcet_winner_error
248,3,100,Plackett-Luce,Coombs,0.9646135426366902,0.008489357810918419,9448,0.49649996603046015,0.0015005052722205647
249,3,100,Plackett-Luce,Bucklin,0.7384594918185446,0.019999863970748488,9448,0.49649996603046015,0.0015005052722205647
250,3,1000,Plackett-Luce,Plurality,0.7668978648170814,0.019461478338815952,8385,0.49835907161511533,0.0014968615189310808
251,3,1000,Plackett-Luce,Borda,0.9116007071943425,0.013113163319851462,8385,0.49835907161511533,0.0014968615189310808
252,3,1000,Plackett-Luce,Instant Runoff,0.965048279613763,0.008534966761278184,8385,0.49835907161511533,0.0014968615189310808
253,3,1000,Plackett-Luce,Coombs,0.9632802937576499,0.008736622856956755,8385,0.49835907161511533,0.0014968615189310808
254,3,1000,Plackett-Luce,Bucklin,0.7473140214878281,0.019998214802732783,8385,0.49835907161511533,0.0014968615189310808
255,4,10,Plackett-Luce,Plurality,0.7705370101596517,0.019999724936008656,14797,0.498079272203648,0.0014904430693503667
256,4,10,Plackett-Luce,Borda,0.9664731494920175,0.00864975571331339,14797,0.498079272203648,0.0014904430693503667
257,4,10,Plackett-Luce,Instant Runoff,0.9452830188679245,0.010887219298934103,14797,0.498079272203648,0.0014904430693503667
258,4,10,Plackett-Luce,Coombs,0.9838896952104499,0.006097864851231649,14797,0.498079272203648,0.0014904430693503667
259,4,10,Plackett-Luce,Bucklin,0.8004354136429608,0.019017174882007493,14797,0.498079272203648,0.0014904430693503667
260,4,100,Plackett-Luce,Plurality,0.6708624708624709,0.01999955935097053,12450,0.49944407599578666,0.0014851186373801561
261,4,100,Plackett-Luce,Borda,0.9025641025641026,0.012666178392640726,12450,0.49944407599578666,0.0014851186373801561
262,4,100,Plackett-Luce,Instant Runoff,0.9322843822843823,0.010750323573684328,12450,0.49944407599578666,0.0014851186373801561
263,4,100,Plackett-Luce,Coombs,0.9361305361305361,0.010465370192477175,12450,0.49944407599578666,0.0014851186373801561
